interaction_id,recipe_id,type,user_id,timestamp,rating,difficulty_used
03c55130-aaa7-4b22-a52c-5f0f0428412b,synthetic_015,view,user_009,2025-11-04T07:34:06.446728,,
03d6f240-42a7-45e8-a61e-23f485e325cc,synthetic_015,view,user_004,2025-10-26T20:34:06.446728,,
03e508a9-45af-472f-8e02-7a38b977d4a1,synthetic_013,like,user_001,2025-11-21T11:34:06.446728,,
040d8e61-2479-49df-b76b-27a829e0e265,candidate_recipe_001,view,user_006,2025-11-01T05:34:06.446728,,
041d721d-e430-4ade-85ea-9700cf955694,synthetic_003,like,user_007,2025-11-02T11:34:06.446728,,
041da944-558e-436a-8f0c-2f5076488eaf,synthetic_015,like,user_002,2025-11-09T11:34:06.446728,,
0437ace0-3fcf-401d-8120-e77dc907171d,synthetic_013,view,user_004,2025-11-03T23:34:06.446728,,
04427710-5c2c-409c-99c1-8b554d033d27,synthetic_016,like,user_009,2025-10-27T11:34:06.446728,,
044c396d-3463-4ede-88b6-234c0a46b06c,synthetic_006,like,user_004,2025-11-07T11:34:06.446728,,
048d0d6a-b864-4124-9aa2-574b3abf9618,synthetic_005,attempt,user_002,2025-11-13T11:34:06.446728,3,medium
04960256-45a0-44fb-940f-09db78a3af2a,synthetic_012,view,user_008,2025-10-27T08:34:06.446728,,
04a4f30e-6baa-4403-bc71-f2406aa2bf46,synthetic_015,view,user_009,2025-11-18T14:34:06.446728,,
04b0b7ed-33ae-4f18-a6dd-13801d12fa1b,synthetic_016,attempt,user_009,2025-11-19T11:34:06.446728,3,hard
04cd77a7-564d-4fe1-9340-471672304264,synthetic_010,view,user_003,2025-10-25T02:34:06.446728,,
04d4b13c-0498-4563-9bfa-99a5ad66b2bb,synthetic_009,like,user_005,2025-11-01T11:34:06.446728,,
04dc94ad-3d8f-44ed-bb61-0bc64da18b31,synthetic_008,view,user_009,2025-11-19T13:34:06.446728,,
04deb0f7-acb2-4b4a-9c2f-84ebb694da82,candidate_recipe_001,view,user_007,2025-10-29T20:34:06.446728,,
050e80cb-66f2-4e52-8ac0-5ab79795a0ba,candidate_recipe_001,view,user_010,2025-10-26T07:34:06.446728,,
0513046c-e33a-4df8-a176-811a14c66932,synthetic_004,like,user_010,2025-11-04T11:34:06.446728,,
053075d1-b04e-4866-8d3c-928c36107d2b,synthetic_006,like,user_009,2025-11-16T11:34:06.446728,,
0544da27-1cde-43e1-8387-28795950bb27,synthetic_013,view,user_002,2025-11-04T01:34:06.446728,,
0559500c-9289-48f9-bb1d-ae49e8957498,synthetic_015,like,user_002,2025-11-24T11:34:06.446728,,
055cbf2c-902e-465f-b40c-a2f44c73c4ef,synthetic_004,like,user_002,2025-10-28T11:34:06.446728,,
0560d378-b463-4058-b749-3f0775546a84,synthetic_003,view,user_007,2025-10-24T18:34:06.446728,,
056e783c-a807-4cd1-b0b4-02f66c923fa1,synthetic_004,view,user_002,2025-11-05T19:34:06.446728,,
05709274-c532-453f-8010-ca7fc4803ff9,synthetic_015,view,user_001,2025-10-27T09:34:06.446728,,
05834c0d-da16-4364-80c8-640401c655f6,synthetic_012,view,user_004,2025-10-31T13:34:06.446728,,
05899b88-1a2e-42dd-8e85-646299be0e9e,candidate_recipe_001,view,user_010,2025-10-29T18:34:06.446728,,
05e75514-cd65-4493-bc14-a12089d19970,synthetic_002,like,user_002,2025-11-22T11:34:06.446728,,
05f16379-f855-49ad-bf3c-fbb2835b83bd,synthetic_001,attempt,user_003,2025-11-16T11:34:06.446728,1,easy
060b48fd-9ba6-484b-9877-a3ef4d3040f4,synthetic_013,view,user_007,2025-11-12T12:34:06.446728,,
06113e7f-e901-4dad-82a5-84f0900e3d83,synthetic_002,view,user_009,2025-11-20T21:34:06.446728,,
0614de2b-a5e4-4592-9362-d46804e9124f,synthetic_010,view,user_006,2025-11-14T16:34:06.446728,,
062148b5-c0f3-4766-93e3-b5869e5aefd2,synthetic_013,like,user_001,2025-11-15T11:34:06.446728,,
062a4bb9-eeaf-4670-8bab-b43d25b536da,synthetic_010,view,user_007,2025-11-06T23:34:06.446728,,
062d7c4f-98f5-4b79-9fdf-7a2523e6ea48,synthetic_007,view,user_002,2025-10-29T10:34:06.446728,,
062e8fcd-e171-4c4b-bba1-cf3954bd5b35,synthetic_009,view,user_007,2025-11-24T04:34:06.446728,,
0632b492-fb05-4851-a614-f1f32bc23721,synthetic_008,view,user_007,2025-10-27T05:34:06.446728,,
064d223c-cca6-45ca-b36e-a4eee99b657c,synthetic_006,view,user_004,2025-11-10T12:34:06.446728,,
0656b2c7-525f-4293-ba3d-a06401d032b7,synthetic_004,view,user_009,2025-10-26T07:34:06.446728,,
065e8fbb-8735-451a-9036-ddb02d0637fb,synthetic_001,view,user_008,2025-11-20T14:34:06.446728,,
06a0f8f9-8b6e-4fca-b684-6d48fa63223f,synthetic_011,view,user_004,2025-11-20T14:34:06.446728,,
06be7a73-54df-4e16-b1a7-0eb5ac873772,synthetic_001,attempt,user_004,2025-11-23T11:34:06.446728,1,easy
06c923eb-0562-447f-82e4-0c783c9fbec0,synthetic_012,attempt,user_009,2025-11-04T11:34:06.446728,1,medium
06eafdc4-c13c-409f-9089-af84655ba294,synthetic_012,view,user_001,2025-11-15T09:34:06.446728,,
07018665-8dad-47bc-91a9-9dc8ecd84ee3,synthetic_009,like,user_009,2025-11-09T11:34:06.446728,,
0718c3cc-0059-4119-97c4-d30e86a3bb35,synthetic_012,view,user_004,2025-11-14T00:34:06.446728,,
073d5256-f226-4757-9997-907936d7f690,synthetic_009,like,user_008,2025-11-10T11:34:06.446728,,
0764e239-5a73-44d6-91e6-d975f970bbb9,synthetic_004,like,user_010,2025-10-28T11:34:06.446728,,
07663430-3987-45f1-a65f-8c3cf6387c9b,synthetic_011,view,user_006,2025-11-09T02:34:06.446728,,
0774bbbb-d913-4da1-b22a-e835e75a922c,synthetic_011,view,user_010,2025-10-30T01:34:06.446728,,
07a00c9a-95e1-4936-955a-08434d2c504a,candidate_recipe_001,view,user_004,2025-11-16T12:34:06.446728,,
07a05c18-e843-4cf4-9ce3-edf22e391898,synthetic_008,view,user_006,2025-11-07T23:34:06.446728,,
07a6c8d7-5a0f-4b52-bbcd-8f3f629b5b14,synthetic_003,attempt,user_003,2025-11-06T11:34:06.446728,1,hard
07be5199-ce95-45ad-b3c1-0148949cf3ef,synthetic_002,view,user_008,2025-11-12T21:34:06.446728,,
07cdbd1e-0272-420d-9ec5-9b4a9c403e09,synthetic_008,view,user_010,2025-11-08T09:34:06.446728,,
07edc3b9-5a4d-4d0b-90bf-ac28a9c44f4d,synthetic_002,view,user_005,2025-10-25T14:34:06.446728,,
07fa4f1d-67af-4e5d-992e-4f26085dbca0,synthetic_009,attempt,user_009,2025-11-12T11:34:06.446728,1,easy
0804ef8b-d3a8-4b25-b332-9be359263d6a,synthetic_013,view,user_006,2025-11-23T10:34:06.446728,,
08113410-e64a-4e68-94d4-e3db84a0a408,synthetic_014,view,user_002,2025-10-24T21:34:06.446728,,
08174d02-9c5a-47d1-ac2c-7104f809a250,synthetic_005,view,user_010,2025-10-30T14:34:06.446728,,
085be13a-4f4b-4b0b-b489-f07c5ddfb5a5,synthetic_013,like,user_009,2025-11-22T11:34:06.446728,,
08963174-3f09-44e0-a087-be965ea583f1,synthetic_002,view,user_003,2025-11-09T14:34:06.446728,,
089702f3-5727-4305-a40a-cc3a4a5e0f6e,synthetic_006,view,user_003,2025-11-14T14:34:06.446728,,
089c5678-332c-4127-8fdd-8c59a2451c79,synthetic_008,like,user_002,2025-11-21T11:34:06.446728,,
08a580c3-ddf5-4bbd-b0c4-932c5d16657b,synthetic_016,view,user_003,2025-11-03T15:34:06.446728,,
08d3d65a-fd56-447b-97b5-7f9b1536815c,synthetic_009,view,user_010,2025-11-12T08:34:06.446728,,
08fad8b4-5b6f-45d2-b3a9-7fd96855310f,synthetic_009,like,user_009,2025-11-16T11:34:06.446728,,
091bc108-b857-4c3f-a736-8b74428da3f7,synthetic_010,view,user_004,2025-11-14T13:34:06.446728,,
091f09e4-0854-40a9-b8a0-e3bfd4d0c5a9,synthetic_002,view,user_004,2025-10-24T21:34:06.446728,,
096ba8aa-0865-435a-ba31-cad798c4fca7,synthetic_013,view,user_001,2025-11-11T16:34:06.446728,,
097992ac-69ec-4200-8b17-a3df91526229,synthetic_003,view,user_006,2025-11-19T09:34:06.446728,,
098725ee-73b5-4f5f-81ef-8bae7369bf50,synthetic_012,like,user_009,2025-11-05T11:34:06.446728,,
09c7ad16-1f76-4868-ae26-aa1589e9e38e,synthetic_015,view,user_005,2025-11-11T17:34:06.446728,,
09e4875e-c2d0-41f0-bbfb-9d580ba2985b,synthetic_014,like,user_008,2025-11-14T11:34:06.446728,,
09ff5d75-4982-47e5-ba09-d53cf64c8235,synthetic_016,view,user_006,2025-11-22T13:34:06.446728,,
0a0d23a2-58a2-4232-acdd-b3a791eac79d,synthetic_012,view,user_009,2025-11-14T01:34:06.446728,,
0a13b5fa-dd74-42e0-9e4c-2fe923425d8c,synthetic_012,view,user_004,2025-11-19T22:34:06.446728,,
0a17e4bb-8072-4a60-b5df-bd1bebd6e4e4,synthetic_008,attempt,user_006,2025-10-29T11:34:06.446728,,easy
0a5d01d0-d35f-4187-963c-c2ffedaa61be,synthetic_010,view,user_007,2025-11-02T12:34:06.446728,,
0a644695-e666-45f1-88ef-f6093da183a8,synthetic_009,like,user_004,2025-10-29T11:34:06.446728,,
0a681aa2-7888-4899-81e7-6a6bdd812fc5,synthetic_013,view,user_001,2025-11-01T11:34:06.446728,,
0a79f324-6db6-44f7-894e-2af5fa5017c1,synthetic_008,view,user_010,2025-10-29T05:34:06.446728,,
0a8489d0-b6db-43be-a69a-c3ace351bab2,synthetic_010,attempt,user_005,2025-11-17T11:34:06.446728,1,easy
0a945290-9129-4237-bec3-6f994dbaf73b,synthetic_008,view,user_006,2025-11-12T07:34:06.446728,,
0aab1bfb-a912-4eba-a8a8-55e17e1ed27c,synthetic_015,view,user_003,2025-11-02T14:34:06.446728,,
0ab3c670-c047-4ed5-ab4e-c3eafb003726,synthetic_014,view,user_008,2025-11-04T18:34:06.446728,,
0aea6c01-a5d3-420d-a7f5-974f00be6616,synthetic_005,view,user_006,2025-11-12T21:34:06.446728,,
0af4b05c-002d-450f-859e-b02e42a36314,synthetic_012,view,user_006,2025-10-29T22:34:06.446728,,
0b16e6a7-c714-455d-9f72-7b882e8e156e,synthetic_005,like,user_004,2025-11-23T11:34:06.446728,,
0b3646ce-e6bd-4a4e-b31a-a7da3b1ab18e,synthetic_003,like,user_003,2025-11-16T11:34:06.446728,,
0b5d9e14-fdc1-42cb-9673-22c4c81996a8,synthetic_001,like,user_010,2025-10-25T11:34:06.446728,,
0b8450e2-7b81-4a53-89f0-438b9239b1d1,synthetic_012,view,user_008,2025-11-15T02:34:06.446728,,
0bb04ed0-b282-44ea-9994-6314ae3f64d5,synthetic_006,view,user_009,2025-10-25T02:34:06.446728,,
0c072908-53a6-4b3c-b31d-a6681d21f64d,synthetic_011,like,user_009,2025-11-17T11:34:06.446728,,
0c146da2-8f7a-4c43-b92e-da707cba97fa,synthetic_001,view,user_007,2025-11-12T20:34:06.446728,,
0c19c354-d491-4562-b23d-47394d122df3,synthetic_011,view,user_002,2025-10-27T15:34:06.446728,,
0c2c4a4c-bd5d-4439-a404-c3e022b65220,synthetic_013,like,user_001,2025-10-31T11:34:06.446728,,
0c2e15e6-8edc-47b5-9dae-7b3bf63390a1,synthetic_008,like,user_004,2025-11-03T11:34:06.446728,,
0c30e821-e3db-4baa-b3df-999ed1f5a7d7,synthetic_014,view,user_009,2025-11-22T09:34:06.446728,,
0c45d90d-ff29-43d4-b29a-01e6fafbae4f,candidate_recipe_001,view,user_005,2025-11-16T23:34:06.446728,,
0c50a350-aaaa-4475-adad-9c32a543ea83,synthetic_009,view,user_009,2025-11-11T18:34:06.446728,,
0c6c7693-02cc-4c90-9cf9-0b6fee6a9411,synthetic_013,like,user_005,2025-11-01T11:34:06.446728,,
0c7841ef-17fe-4ca1-8ff5-c96f77f23e35,synthetic_015,view,user_008,2025-11-17T22:34:06.446728,,
0cc2c3a5-16d3-4220-82d0-ac22e6ebcc02,synthetic_015,view,user_008,2025-11-08T17:34:06.446728,,
0cca61ca-c013-4b7f-b050-f5023b16d090,synthetic_001,view,user_006,2025-11-01T22:34:06.446728,,
0d0e13ce-14fd-499a-9915-5932772768c8,synthetic_013,view,user_009,2025-11-09T23:34:06.446728,,
0d4df843-2c03-4fc3-a3b4-3d0a554b7727,synthetic_010,view,user_001,2025-10-31T01:34:06.446728,,
0d55aeec-8952-4ce7-b2d3-3087ab0dd542,synthetic_015,view,user_008,2025-10-24T12:34:06.446728,,
0d5a4c27-c888-4cbb-ab31-16cdddfe34e0,synthetic_009,like,user_004,2025-11-20T11:34:06.446728,,
0d5fbb3a-fef3-4231-8953-4e3488deda19,synthetic_012,view,user_005,2025-11-22T07:34:06.446728,,
0d6cd41b-eb12-41e5-9fd4-a2e848558068,synthetic_001,view,user_008,2025-11-15T05:34:06.446728,,
0d84469d-2095-4461-b4f0-18cdf9d1e541,synthetic_002,view,user_010,2025-11-03T18:34:06.446728,,
0d8a57bf-074a-4a4e-8ed4-599b53801f97,synthetic_013,view,user_008,2025-11-08T12:34:06.446728,,
0d9004d2-6956-4509-b45b-06bc025036fe,synthetic_006,view,user_009,2025-11-22T19:34:06.446728,,
0d903770-82a1-4840-953d-ce399fa7c71c,synthetic_012,view,user_002,2025-11-02T08:34:06.446728,,
0d92dde8-62ab-4795-b591-d6c52732f601,candidate_recipe_001,view,user_010,2025-11-23T04:34:06.446728,,
0dac4427-f273-49d4-b30c-fe2feee84554,candidate_recipe_001,view,user_003,2025-11-13T17:34:06.446728,,
0daf8a20-1619-423b-a952-912a88b22fce,synthetic_013,view,user_006,2025-10-30T08:34:06.446728,,
0dd972d7-0e98-474b-bb1d-2ab42e64f8cc,candidate_recipe_001,view,user_005,2025-11-15T10:34:06.446728,,
0ddd7cfd-9bff-40e3-a330-c026b30f106d,synthetic_006,view,user_009,2025-11-18T16:34:06.446728,,
0dfba92b-6849-4809-a1ba-4c877ee3553f,synthetic_016,like,user_008,2025-11-17T11:34:06.446728,,
0dfded72-bc9b-4144-a754-4a2a0ef6ffdd,synthetic_001,view,user_008,2025-10-26T23:34:06.446728,,
0e05b8cb-f83e-41c7-8294-98cf3509dc8f,synthetic_010,view,user_009,2025-11-24T10:34:06.446728,,
0e336a57-1fec-485a-80ba-b5cf2e4fd79f,synthetic_013,view,user_008,2025-11-08T19:34:06.446728,,
0e4a8ecc-d701-4b1e-9d9e-4a6e4e8dd79f,synthetic_006,attempt,user_001,2025-11-06T11:34:06.446728,2,medium
0e4ec2c7-15f3-4ef2-9692-4e0b61bd0950,synthetic_007,view,user_004,2025-10-26T22:34:06.446728,,
0e54a767-5605-4367-a0af-6f14e7b25610,synthetic_008,like,user_008,2025-11-02T11:34:06.446728,,
0e6310a5-8e42-411f-83eb-1f34c2d1f7b5,synthetic_009,view,user_003,2025-11-10T09:34:06.446728,,
0e654dac-7eba-4965-9b62-881279ff1dff,synthetic_013,view,user_003,2025-11-16T14:34:06.446728,,
0e85ccfc-1c8e-4e5e-b9f1-e8abbe44d5c0,synthetic_009,view,user_008,2025-10-31T02:34:06.446728,,
0e92d19b-fe21-4eec-a9ad-63a436b52379,synthetic_009,view,user_009,2025-11-23T12:34:06.446728,,
0eaa5749-4afa-4f01-b8cd-1d4b6b2f4e1b,synthetic_016,view,user_003,2025-10-25T05:34:06.446728,,
0eb24227-5e82-4914-ac9a-04f1a0774c23,synthetic_011,view,user_002,2025-11-15T02:34:06.446728,,
0edc5069-88e2-4a7d-8052-1e488e8a99c6,synthetic_009,like,user_003,2025-11-10T11:34:06.446728,,
0ef3b294-c565-4214-94ef-22c5d8e7267a,synthetic_013,view,user_003,2025-11-23T00:34:06.446728,,
0ef956f9-e504-441b-b34d-83c47f3d58ea,synthetic_011,view,user_003,2025-11-04T00:34:06.446728,,
0efffe18-40b9-4fcb-ae9f-88b8cd189590,synthetic_002,view,user_010,2025-10-25T08:34:06.446728,,
0f0acc6b-b22c-487b-a2e8-01f6b153baf1,synthetic_013,view,user_002,2025-11-14T11:34:06.446728,,
0f33d7dd-482e-4d80-ab0e-332d9217556d,synthetic_013,view,user_010,2025-11-09T16:34:06.446728,,
0f7ecfba-8149-4233-9a19-971b864505da,synthetic_007,like,user_009,2025-11-18T11:34:06.446728,,
0f81b967-6565-4c40-8eea-7ba7f447259f,synthetic_012,view,user_003,2025-10-27T09:34:06.446728,,
0fd49f9d-05f5-4174-8429-d2c6ad32b6b1,synthetic_003,view,user_008,2025-11-20T17:34:06.446728,,
0fd85236-6e90-4b20-b4f7-6995cc5afcf1,synthetic_008,view,user_001,2025-11-21T03:34:06.446728,,
0fe47e7e-eab4-4c9c-9d27-c0cbab1c2c04,candidate_recipe_001,view,user_005,2025-11-17T20:34:06.446728,,
1003ccab-16e4-40ea-b873-253cd39133e2,synthetic_002,view,user_006,2025-11-03T03:34:06.446728,,
103120c9-aea5-4647-bfab-9c7b03cd5fbc,synthetic_009,like,user_010,2025-10-28T11:34:06.446728,,
103165b7-24c7-46d0-beab-d5ca5c8e3db1,synthetic_012,view,user_009,2025-10-31T22:34:06.446728,,
10479d05-5833-40f8-a259-f3e48abb6d16,synthetic_008,like,user_010,2025-11-24T11:34:06.446728,,
105fb422-fa5d-4e50-8f98-294fa25c852f,synthetic_013,view,user_008,2025-11-01T14:34:06.446728,,
10612231-54bf-46a8-9cdf-67636fbdcd1d,synthetic_009,view,user_003,2025-11-10T19:34:06.446728,,
10cd35dd-e683-4866-a83f-96016a0a9039,synthetic_015,view,user_009,2025-11-01T11:34:06.446728,,
10f6b4b5-6c7c-4250-82c5-9e06f32ebb50,synthetic_008,view,user_010,2025-11-12T12:34:06.446728,,
112219bb-2c68-46c8-bc5f-736bc2286378,synthetic_002,view,user_004,2025-11-04T12:34:06.446728,,
1146f9ac-4c6b-4d95-a39d-cb12f4ab9dae,synthetic_016,view,user_007,2025-10-29T05:34:06.446728,,
118f7475-efd4-4084-b40f-edf33551fdbc,synthetic_002,view,user_003,2025-11-11T16:34:06.446728,,
11a4fc39-d70d-485d-a974-f19fd6459cd2,synthetic_011,view,user_002,2025-11-12T16:34:06.446728,,
11e25638-efdd-4bea-9a0f-a8827716da73,synthetic_015,attempt,user_001,2025-11-21T11:34:06.446728,1,medium
11f7ca17-efef-4017-8cb0-9a469d45e026,synthetic_013,view,user_004,2025-11-13T19:34:06.446728,,
1201996f-43f0-491a-aa60-6719eda43819,synthetic_013,view,user_006,2025-11-08T11:34:06.446728,,
120f930b-bdd2-4b8d-9782-545b3a49a117,synthetic_002,attempt,user_006,2025-11-03T11:34:06.446728,2,medium
12791b9b-eac8-4b69-b35e-03f6877e5551,synthetic_004,like,user_005,2025-11-24T11:34:06.446728,,
12a44aac-5676-40fe-a684-173b20073c5f,synthetic_002,view,user_008,2025-11-05T21:34:06.446728,,
12bb37fb-b328-4d88-a060-47d02955b29d,synthetic_010,view,user_009,2025-11-24T06:34:06.446728,,
13245df5-9f26-4488-81c6-752d5061b4f9,synthetic_007,like,user_005,2025-11-24T11:34:06.446728,,
133286bd-ae49-429c-9936-59327673eeb1,synthetic_002,like,user_001,2025-11-20T11:34:06.446728,,
13398600-e1c8-4598-8592-8d5e3a04c3d9,synthetic_004,view,user_003,2025-10-27T16:34:06.446728,,
135d8343-e33d-4801-872e-23dcec20c156,synthetic_013,view,user_001,2025-11-08T11:34:06.446728,,
137ea09e-058d-420f-953b-a0e1ab61583d,synthetic_015,attempt,user_008,2025-11-03T11:34:06.446728,2,easy
139acc1b-8c2f-4852-9dcb-e1768ce08143,synthetic_015,view,user_006,2025-11-01T05:34:06.446728,,
13a0ee34-98e4-4ff3-a6e2-369bc3ed4f3f,synthetic_012,view,user_005,2025-11-11T13:34:06.446728,,
13e6a414-eedd-40c6-866f-82658f3ae651,synthetic_013,view,user_007,2025-11-22T19:34:06.446728,,
13fadc74-7ea3-4f31-9e92-252700844e9a,synthetic_002,like,user_004,2025-10-29T11:34:06.446728,,
141cee5c-ee4a-4038-a830-bd8be7bed466,synthetic_013,view,user_004,2025-11-16T09:34:06.446728,,
1430a2af-ac68-48d0-b7e9-d55a5424c3cc,synthetic_008,view,user_006,2025-11-08T18:34:06.446728,,
143b3a46-6a17-4b47-9fbb-094ae4f6e89a,synthetic_003,view,user_002,2025-11-15T03:34:06.446728,,
1473c91d-776a-4a25-a925-8e85b3879fd5,synthetic_011,view,user_006,2025-10-31T11:34:06.446728,,
1477d2aa-6b9c-454f-9ea0-b0837d7afc56,synthetic_009,view,user_010,2025-11-20T21:34:06.446728,,
14a1a8d1-dbb1-48c8-ac23-2fe38d1ecbcc,synthetic_003,view,user_008,2025-11-08T04:34:06.446728,,
14c17a13-a38b-435e-9c90-e99393c20b4e,synthetic_001,like,user_003,2025-11-10T11:34:06.446728,,
14da40f7-7022-4561-9190-e239c0afaa97,synthetic_016,view,user_004,2025-10-25T15:34:06.446728,,
14f91705-9e2a-42f9-84f2-05716f22c3ac,synthetic_002,view,user_004,2025-11-10T00:34:06.446728,,
14fcaa58-7ea6-424a-83c4-0505ddb01d8b,synthetic_015,view,user_009,2025-11-24T10:34:06.446728,,
15314593-eaf4-4c37-8f11-a3b91cec2a8e,synthetic_001,view,user_008,2025-11-21T13:34:06.446728,,
155220b5-41c7-4140-bf80-a2be6d9ff0ac,synthetic_004,view,user_009,2025-11-11T22:34:06.446728,,
1552f17b-d71f-4db4-b1bb-30bc9f434810,synthetic_011,view,user_002,2025-11-16T10:34:06.446728,,
1564cda1-d2d6-403d-9dc5-34d538157d2f,synthetic_014,view,user_009,2025-10-25T19:34:06.446728,,
156bb0dd-d3ef-4be1-bfdf-9222f5e61992,synthetic_012,attempt,user_007,2025-11-03T11:34:06.446728,,easy
157b4a3e-e9df-47a6-9567-d6041d02c6b2,synthetic_015,view,user_005,2025-11-03T03:34:06.446728,,
157bc673-f76b-492f-b3d4-27c53bc0adbe,synthetic_010,view,user_001,2025-11-04T05:34:06.446728,,
159fb208-82c9-4074-aa0f-31f53fccb94a,synthetic_002,view,user_007,2025-11-01T08:34:06.446728,,
15cd5c99-89fb-40a2-85bf-a912932df933,candidate_recipe_001,view,user_002,2025-11-19T17:34:06.446728,,
15f3042d-8626-4bad-bcbb-fd4231e89641,synthetic_002,view,user_002,2025-11-22T06:34:06.446728,,
15fca41c-ecef-4943-a804-83ba212b9d7b,synthetic_015,view,user_002,2025-11-13T23:34:06.446728,,
161089fa-2c99-4b31-bef1-82ad33ec963c,synthetic_016,view,user_008,2025-10-26T10:34:06.446728,,
1613ecc4-e943-418e-a154-5cf028671edc,candidate_recipe_001,view,user_001,2025-11-04T20:34:06.446728,,
161718be-72a1-4848-ba88-db18e8c1fc7a,synthetic_015,view,user_006,2025-11-12T08:34:06.446728,,
162034d9-9b43-4d4b-a29d-0220a027360d,synthetic_009,view,user_008,2025-11-03T22:34:06.446728,,
166a729e-a7ca-4e5e-a762-bee8b40ac442,synthetic_011,view,user_007,2025-11-15T22:34:06.446728,,
16755685-45f3-4a1e-a11b-ad51c59d745a,synthetic_011,view,user_002,2025-11-17T04:34:06.446728,,
167ede01-561c-4cf7-975f-b142089cab38,synthetic_006,view,user_010,2025-11-12T10:34:06.446728,,
16a01ce3-3d89-4fd2-96a7-439c919cf916,synthetic_001,attempt,user_009,2025-11-12T11:34:06.446728,5,medium
16ee7880-55ec-41fa-a4bf-3cb3e91dcf52,synthetic_002,view,user_008,2025-11-12T08:34:06.446728,,
16f2e039-5854-4a6f-a1ae-d0f31e1c4fab,synthetic_013,view,user_002,2025-11-24T01:34:06.446728,,
17106203-804e-4f9c-8bb1-1d0dab4c87d1,synthetic_006,view,user_007,2025-11-14T11:34:06.446728,,
